países;quantidade;valor;ano;opcao
Panamá;-;-;2002;Vinhos de mesa
Peru;-;-;2002;Vinhos de mesa
Porto Rico;-;-;2002;Vinhos de mesa
Portugal;3.047.860;8.596.328;2002;Vinhos de mesa
Reino Unido;-;-;2002;Vinhos de mesa
Republica Dominicana;-;-;2002;Vinhos de mesa
Romênia;-;-;2002;Vinhos de mesa
Rússia;-;-;2002;Vinhos de mesa
San Marino;-;-;2002;Vinhos de mesa
Sérvia;-;-;2002;Vinhos de mesa
Síria;-;-;2002;Vinhos de mesa
Suazilândia;-;-;2002;Vinhos de mesa
Suíça;-;-;2002;Vinhos de mesa
Tcheca, República;-;-;2002;Vinhos de mesa
Tunísia;-;-;2002;Vinhos de mesa
Turquia;-;-;2002;Vinhos de mesa
Ucrânia;-;-;2002;Vinhos de mesa
Uruguai;1.247.891;2.082.552;2002;Vinhos de mesa
Não consta na tabela;-;-;2002;Vinhos de mesa
Não declarados;-;-;2002;Vinhos de mesa
Outros;64.069;256.700;2002;Vinhos de mesa
Total;24.177.319;50.169.951;2002;Vinhos de mesa
Africa do Sul;-;-;2002;Espumantes
Alemanha;7.034;19.584;2002;Espumantes
Argentina;17.096;32.807;2002;Espumantes
Austrália;1.136;7.702;2002;Espumantes
Áustria;-;-;2002;Espumantes
Bermudas;-;-;2002;Espumantes
Bahamas;-;-;2002;Espumantes
Bélgica;-;-;2002;Espumantes
Brasil;-;-;2002;Espumantes
Bulgária;-;-;2002;Espumantes
Canada;-;-;2002;Espumantes
Chile;6.300;20.323;2002;Espumantes
Croácia;-;-;2002;Espumantes
Cuba;-;-;2002;Espumantes
Emirados Árabes Unidos;-;-;2002;Espumantes
Eslovênia;-;-;2002;Espumantes
Espanha;166.433;528.696;2002;Espumantes
Estados Unidos;990;3.846;2002;Espumantes
França;669.778;5.946.841;2002;Espumantes
Geórgia;-;-;2002;Espumantes
Granada;-;-;2002;Espumantes
Grécia;-;-;2002;Espumantes
Hong Kong;-;-;2002;Espumantes
Hungria;675;1.837;2002;Espumantes
Indonésia;-;-;2002;Espumantes
Irlanda;-;-;2002;Espumantes
Israel;1.152;3.853;2002;Espumantes
Itália;1.484.899;3.020.296;2002;Espumantes
Luxemburgo;-;-;2002;Espumantes
México;-;-;2002;Espumantes
Moldávia;-;-;2002;Espumantes
Nova Zelândia;-;-;2002;Espumantes
Países Baixos;-;-;2002;Espumantes
Panamá;-;-;2002;Espumantes
Peru;-;-;2002;Espumantes
Portugal;14.033;52.317;2002;Espumantes
Reino Unido;-;-;2002;Espumantes
Romênia;-;-;2002;Espumantes
Suíça;-;-;2002;Espumantes
Tunísia;-;-;2002;Espumantes
Ucrânia;-;-;2002;Espumantes
Uruguai;887;4.090;2002;Espumantes
Não consta na tabela;-;-;2002;Espumantes
Não declarados;-;-;2002;Espumantes
Outros;-;-;2002;Espumantes
Total;2.370.413;9.642.192;2002;Espumantes
Argélia;-;-;2002;Uvas frescas
Argentina;4.140.804;2.003.875;2002;Uvas frescas
Brasil;-;-;2002;Uvas frescas
Chile;6.816.565;5.088.679;2002;Uvas frescas
Colômbia;-;-;2002;Uvas frescas
Egito;-;-;2002;Uvas frescas
Espanha;32.664;35.942;2002;Uvas frescas
Estados Unidos;13.416;24.833;2002;Uvas frescas
Grécia;-;-;2002;Uvas frescas
Itália;-;-;2002;Uvas frescas
México;-;-;2002;Uvas frescas
Peru;-;-;2002;Uvas frescas
Paraguai;-;-;2002;Uvas frescas
Portugal;-;-;2002;Uvas frescas
Panamá;-;-;2002;Uvas frescas
Reino Unido;-;-;2002;Uvas frescas
Uruguai;-;-;2002;Uvas frescas
Venezuela;-;-;2002;Uvas frescas
Não consta na tabela;-;-;2002;Uvas frescas
Outros;-;-;2002;Uvas frescas
Total;11.003.449;7.153.329;2002;Uvas frescas
Afeganistão;-;-;2002;Uvas passas
África do Sul;88.885;103.632;2002;Uvas passas
Alemanha, República Democrática;-;-;2002;Uvas passas
Arábia Saudita;-;-;2002;Uvas passas
Argentina;10.502.997;7.213.368;2002;Uvas passas
Austrália;-;-;2002;Uvas passas
Bélgica;20.750;17.563;2002;Uvas passas
Chile;1.108.017;1.020.342;2002;Uvas passas
China;-;-;2002;Uvas passas
China Continental;-;-;2002;Uvas passas
Cingapura;-;-;2002;Uvas passas
Costa Rica;-;-;2002;Uvas passas
Emirados;18.000;22.750;2002;Uvas passas
Espanha;-;-;2002;Uvas passas
Estados Unidos;427.744;557.678;2002;Uvas passas
França;-;-;2002;Uvas passas
Grécia;-;-;2002;Uvas passas
Guiana Britânica;-;-;2002;Uvas passas
Índia;-;-;2002;Uvas passas
Irã;528.875;368.147;2002;Uvas passas
Itália;-;-;2002;Uvas passas
Japão;-;-;2002;Uvas passas
México;-;-;2002;Uvas passas
Países Baixos;-;-;2002;Uvas passas
Paraguai;-;-;2002;Uvas passas
Peru;-;-;2002;Uvas passas
Portugal;-;-;2002;Uvas passas
Reino Unido;-;-;2002;Uvas passas
Suécia;-;-;2002;Uvas passas
Turquia;987.370;642.681;2002;Uvas passas
Uruguai;75.000;47.250;2002;Uvas passas
Uzbequistão;-;-;2002;Uvas passas
Venezuela;-;-;2002;Uvas passas
Não consta na tabela;-;-;2002;Uvas passas
Outros;-;-;2002;Uvas passas
Total;13.757.638;9.993.411;2002;Uvas passas
Africa do Sul;-;-;2002;Suco de uva
Alemanha;-;-;2002;Suco de uva
Argentina;-;-;2002;Suco de uva
Austria;-;-;2002;Suco de uva
Canadá;-;-;2002;Suco de uva
Coreia do Sul, República;-;-;2002;Suco de uva
Coreia do Norte, República;-;-;2002;Suco de uva
Chile;27.000;28.350;2002;Suco de uva
China;-;-;2002;Suco de uva
Dinamarca;-;-;2002;Suco de uva
Espanha;-;-;2002;Suco de uva
Estados Unidos;-;-;2002;Suco de uva
França;-;-;2002;Suco de uva
Guiana;-;-;2002;Suco de uva
Israel;-;-;2002;Suco de uva
itália;-;-;2002;Suco de uva
Japão;-;-;2002;Suco de uva
Líbano;-;-;2002;Suco de uva
México;-;-;2002;Suco de uva
Países Baixos;-;-;2002;Suco de uva
Panamá;-;-;2002;Suco de uva
Peru;-;-;2002;Suco de uva
Portugal;-;-;2002;Suco de uva
Reino Unido;-;-;2002;Suco de uva
Taiwan;-;-;2002;Suco de uva
Turquia;-;-;2002;Suco de uva
Uruguai;-;-;2002;Suco de uva
Venezuela;-;-;2002;Suco de uva
Outros;-;-;2002;Suco de uva
Total;27.000;28.350;2002;Suco de uva
Africa do Sul;157.239;305.701;2003;Vinhos de mesa
Alemanha;573.198;629.664;2003;Vinhos de mesa
Argélia;-;-;2003;Vinhos de mesa
Arábia Saudita;-;-;2003;Vinhos de mesa
Argentina;5.720.024;9.653.634;2003;Vinhos de mesa
Armênia;-;-;2003;Vinhos de mesa
Austrália;126.441;344.316;2003;Vinhos de mesa
Áustria;-;-;2003;Vinhos de mesa
Bermudas;-;-;2003;Vinhos de mesa
Bélgica;-;-;2003;Vinhos de mesa
Bolívia;-;-;2003;Vinhos de mesa
Bósnia-Herzegovina;-;-;2003;Vinhos de mesa
Brasil;-;-;2003;Vinhos de mesa
Bulgária;-;-;2003;Vinhos de mesa
Canada;-;-;2003;Vinhos de mesa
Chile;7.955.549;16.120.955;2003;Vinhos de mesa
China;-;-;2003;Vinhos de mesa
Coreia do Sul, República;-;-;2003;Vinhos de mesa
Croácia;-;-;2003;Vinhos de mesa
Cuba;-;-;2003;Vinhos de mesa
Emirados Árabes Unidos;-;-;2003;Vinhos de mesa
Eslovênia;-;-;2003;Vinhos de mesa
Eslováquia;-;-;2003;Vinhos de mesa
Espanha;410.133;1.721.562;2003;Vinhos de mesa
Estados Unidos;173.327;448.844;2003;Vinhos de mesa
França;1.958.362;6.093.629;2003;Vinhos de mesa
Geórgia;-;-;2003;Vinhos de mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;-;-;2003;Vinhos de mesa
Grécia;-;-;2003;Vinhos de mesa
Hong Kong;-;-;2003;Vinhos de mesa
Hungria;13.391;39.649;2003;Vinhos de mesa
Indonésia;-;-;2003;Vinhos de mesa
Irlanda;-;-;2003;Vinhos de mesa
Israel;-;-;2003;Vinhos de mesa
Itália;5.237.027;10.545.425;2003;Vinhos de mesa
Japão;-;-;2003;Vinhos de mesa
Iugoslávia;-;-;2003;Vinhos de mesa
Líbano;1.116;8.013;2003;Vinhos de mesa
Luxemburgo;-;-;2003;Vinhos de mesa
Macedônia;-;-;2003;Vinhos de mesa
Marrocos;-;-;2003;Vinhos de mesa
México;-;-;2003;Vinhos de mesa
Moldávia;-;-;2003;Vinhos de mesa
Montenegro;-;-;2003;Vinhos de mesa
Noruega;-;-;2003;Vinhos de mesa
Nova Zelândia;21.139;153.081;2003;Vinhos de mesa
Países Baixos (Holanda);-;-;2003;Vinhos de mesa
Panamá;-;-;2003;Vinhos de mesa
Peru;-;-;2003;Vinhos de mesa
Porto Rico;-;-;2003;Vinhos de mesa
Portugal;3.344.190;9.649.346;2003;Vinhos de mesa
Reino Unido;-;-;2003;Vinhos de mesa
Republica Dominicana;-;-;2003;Vinhos de mesa
Romênia;-;-;2003;Vinhos de mesa
Rússia;-;-;2003;Vinhos de mesa
San Marino;-;-;2003;Vinhos de mesa
Sérvia;-;-;2003;Vinhos de mesa
Síria;-;-;2003;Vinhos de mesa
Suazilândia;-;-;2003;Vinhos de mesa
Suíça;1.900;3.522;2003;Vinhos de mesa
Tcheca, República;-;-;2003;Vinhos de mesa
Tunísia;-;-;2003;Vinhos de mesa
Turquia;-;-;2003;Vinhos de mesa
Ucrânia;-;-;2003;Vinhos de mesa
Uruguai;1.096.094;1.630.471;2003;Vinhos de mesa
Não consta na tabela;-;-;2003;Vinhos de mesa
Não declarados;-;-;2003;Vinhos de mesa
Outros;-;-;2003;Vinhos de mesa
Total;26.789.130;57.347.812;2003;Vinhos de mesa
Africa do Sul;5.546;6.475;2003;Espumantes
Alemanha;3.114;8.638;2003;Espumantes
Argentina;143.659;301.329;2003;Espumantes
Austrália;-;-;2003;Espumantes
Áustria;-;-;2003;Espumantes
Bermudas;-;-;2003;Espumantes
Bahamas;-;-;2003;Espumantes
Bélgica;-;-;2003;Espumantes
Brasil;-;-;2003;Espumantes
Bulgária;-;-;2003;Espumantes
Canada;-;-;2003;Espumantes
Chile;16.200;39.459;2003;Espumantes
Croácia;-;-;2003;Espumantes
Cuba;-;-;2003;Espumantes
Emirados Árabes Unidos;-;-;2003;Espumantes
Eslovênia;-;-;2003;Espumantes
Espanha;164.545;549.223;2003;Espumantes
Estados Unidos;1.575;9.100;2003;Espumantes
França;965.033;7.444.348;2003;Espumantes
Geórgia;-;-;2003;Espumantes
Granada;-;-;2003;Espumantes
Grécia;-;-;2003;Espumantes
Hong Kong;-;-;2003;Espumantes
Hungria;387;1.165;2003;Espumantes
Indonésia;-;-;2003;Espumantes
Irlanda;-;-;2003;Espumantes
Israel;1.890;6.233;2003;Espumantes
Itália;1.209.558;2.627.321;2003;Espumantes
Luxemburgo;-;-;2003;Espumantes
México;-;-;2003;Espumantes
Moldávia;-;-;2003;Espumantes
Nova Zelândia;-;-;2003;Espumantes
Países Baixos;-;-;2003;Espumantes
Panamá;-;-;2003;Espumantes
Peru;-;-;2003;Espumantes
Portugal;17.170;57.304;2003;Espumantes
Reino Unido;-;-;2003;Espumantes
Romênia;-;-;2003;Espumantes
Suíça;-;-;2003;Espumantes
Tunísia;-;-;2003;Espumantes
Ucrânia;-;-;2003;Espumantes
Uruguai;1.722;5.100;2003;Espumantes
Não consta na tabela;-;-;2003;Espumantes
Não declarados;-;-;2003;Espumantes
Outros;-;-;2003;Espumantes
Total;2.530.399;11.055.695;2003;Espumantes
Argélia;-;-;2003;Uvas frescas
Argentina;3.475.542;1.771.221;2003;Uvas frescas
Brasil;-;-;2003;Uvas frescas
Chile;4.110.431;3.287.533;2003;Uvas frescas
Colômbia;-;-;2003;Uvas frescas
Egito;-;-;2003;Uvas frescas
Espanha;-;-;2003;Uvas frescas
Estados Unidos;26.458;24.403;2003;Uvas frescas
Grécia;-;-;2003;Uvas frescas
Itália;-;-;2003;Uvas frescas
México;-;-;2003;Uvas frescas
Peru;-;-;2003;Uvas frescas
Paraguai;-;-;2003;Uvas frescas
Portugal;-;-;2003;Uvas frescas
Panamá;-;-;2003;Uvas frescas
Reino Unido;-;-;2003;Uvas frescas
Uruguai;-;-;2003;Uvas frescas
Venezuela;-;-;2003;Uvas frescas
Não consta na tabela;-;-;2003;Uvas frescas
Outros;-;-;2003;Uvas frescas
Total;7.612.431;5.083.157;2003;Uvas frescas
Afeganistão;-;-;2003;Uvas passas
África do Sul;59.000;96.513;2003;Uvas passas
Alemanha, República Democrática;-;-;2003;Uvas passas
Arábia Saudita;18.000;16.900;2003;Uvas passas
Argentina;6.449.180;5.741.921;2003;Uvas passas
Austrália;-;-;2003;Uvas passas
Bélgica;187.450;141.872;2003;Uvas passas
Chile;6.011.522;5.283.111;2003;Uvas passas
China;-;-;2003;Uvas passas
China Continental;-;-;2003;Uvas passas
Cingapura;-;-;2003;Uvas passas
Costa Rica;-;-;2003;Uvas passas
Emirados;271.970;259.971;2003;Uvas passas
Espanha;-;-;2003;Uvas passas
Estados Unidos;504.069;767.763;2003;Uvas passas
França;-;-;2003;Uvas passas
Grécia;-;-;2003;Uvas passas
Guiana Britânica;-;-;2003;Uvas passas
Índia;-;-;2003;Uvas passas
Irã;592.175;558.656;2003;Uvas passas
Itália;-;-;2003;Uvas passas
Japão;-;-;2003;Uvas passas
México;-;-;2003;Uvas passas
Países Baixos;-;-;2003;Uvas passas
Paraguai;-;-;2003;Uvas passas
Peru;-;-;2003;Uvas passas
Portugal;-;-;2003;Uvas passas
Reino Unido;-;-;2003;Uvas passas
Suécia;-;-;2003;Uvas passas
Turquia;913.290;669.604;2003;Uvas passas
Uruguai;16.800;17.400;2003;Uvas passas
Uzbequistão;-;-;2003;Uvas passas
Venezuela;-;-;2003;Uvas passas
Não consta na tabela;-;-;2003;Uvas passas
Outros;-;-;2003;Uvas passas
Total;15.023.456;13.553.711;2003;Uvas passas
Africa do Sul;-;-;2003;Suco de uva
Alemanha;-;-;2003;Suco de uva
Argentina;2.237.000;994.132;2003;Suco de uva
Austria;-;-;2003;Suco de uva
Canadá;-;-;2003;Suco de uva
Coreia do Sul, República;5.400;2.145;2003;Suco de uva
Coreia do Norte, República;-;-;2003;Suco de uva
Chile;-;-;2003;Suco de uva
China;-;-;2003;Suco de uva
Dinamarca;-;-;2003;Suco de uva
Espanha;-;-;2003;Suco de uva
Estados Unidos;3.536;4.555;2003;Suco de uva
França;6;5;2003;Suco de uva
Guiana;-;-;2003;Suco de uva
Israel;-;-;2003;Suco de uva
itália;-;-;2003;Suco de uva
Japão;-;-;2003;Suco de uva
Líbano;-;-;2003;Suco de uva
México;-;-;2003;Suco de uva
Países Baixos;-;-;2003;Suco de uva
Panamá;-;-;2003;Suco de uva
Peru;-;-;2003;Suco de uva
Portugal;-;-;2003;Suco de uva
Reino Unido;-;-;2003;Suco de uva
Taiwan;-;-;2003;Suco de uva
Turquia;-;-;2003;Suco de uva
Uruguai;-;-;2003;Suco de uva
Venezuela;-;-;2003;Suco de uva
Outros;-;-;2003;Suco de uva
Total;2.245.942;1.000.837;2003;Suco de uva
Africa do Sul;303.489;665.101;2004;Vinhos de mesa
Alemanha;420.075;550.750;2004;Vinhos de mesa
Argélia;-;-;2004;Vinhos de mesa
Arábia Saudita;-;-;2004;Vinhos de mesa
Argentina;10.202.602;17.142.493;2004;Vinhos de mesa
Armênia;-;-;2004;Vinhos de mesa
Austrália;192.539;561.291;2004;Vinhos de mesa
Áustria;1.170;24.677;2004;Vinhos de mesa
Bermudas;-;-;2004;Vinhos de mesa
Bélgica;-;-;2004;Vinhos de mesa
Bolívia;-;-;2004;Vinhos de mesa
Bósnia-Herzegovina;-;-;2004;Vinhos de mesa
Brasil;2.088;16.212;2004;Vinhos de mesa
Bulgária;-;-;2004;Vinhos de mesa
Canada;-;-;2004;Vinhos de mesa
Chile;11.134.141;22.521.618;2004;Vinhos de mesa
China;-;-;2004;Vinhos de mesa
Coreia do Sul, República;450;560;2004;Vinhos de mesa
Croácia;-;-;2004;Vinhos de mesa
Cuba;-;-;2004;Vinhos de mesa
Emirados Árabes Unidos;-;-;2004;Vinhos de mesa
Eslovênia;-;-;2004;Vinhos de mesa
Eslováquia;-;-;2004;Vinhos de mesa
Espanha;603.666;2.092.080;2004;Vinhos de mesa
Estados Unidos;79.531;255.328;2004;Vinhos de mesa
França;2.092.261;6.201.807;2004;Vinhos de mesa
Geórgia;-;-;2004;Vinhos de mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;-;-;2004;Vinhos de mesa
Grécia;-;-;2004;Vinhos de mesa
Hong Kong;-;-;2004;Vinhos de mesa
Hungria;10.967;26.900;2004;Vinhos de mesa
Indonésia;-;-;2004;Vinhos de mesa
Irlanda;-;-;2004;Vinhos de mesa
Israel;-;-;2004;Vinhos de mesa
Itália;6.190.395;12.223.247;2004;Vinhos de mesa
Japão;-;-;2004;Vinhos de mesa
Iugoslávia;-;-;2004;Vinhos de mesa
Líbano;662;2.726;2004;Vinhos de mesa
Luxemburgo;-;-;2004;Vinhos de mesa
Macedônia;-;-;2004;Vinhos de mesa
Marrocos;-;-;2004;Vinhos de mesa
México;-;-;2004;Vinhos de mesa
Moldávia;-;-;2004;Vinhos de mesa
Montenegro;-;-;2004;Vinhos de mesa
Noruega;-;-;2004;Vinhos de mesa
Nova Zelândia;11.774;107.273;2004;Vinhos de mesa
Países Baixos (Holanda);-;-;2004;Vinhos de mesa
Panamá;-;-;2004;Vinhos de mesa
Peru;-;-;2004;Vinhos de mesa
Porto Rico;-;-;2004;Vinhos de mesa
Portugal;4.151.101;12.084.110;2004;Vinhos de mesa
Reino Unido;-;-;2004;Vinhos de mesa
Republica Dominicana;-;-;2004;Vinhos de mesa
Romênia;-;-;2004;Vinhos de mesa
Rússia;-;-;2004;Vinhos de mesa
San Marino;-;-;2004;Vinhos de mesa
Sérvia;-;-;2004;Vinhos de mesa
Síria;-;-;2004;Vinhos de mesa
Suazilândia;-;-;2004;Vinhos de mesa
Suíça;4.658;5.917;2004;Vinhos de mesa
Tcheca, República;-;-;2004;Vinhos de mesa
Tunísia;-;-;2004;Vinhos de mesa
Turquia;-;-;2004;Vinhos de mesa
Ucrânia;-;-;2004;Vinhos de mesa
Uruguai;660.522;1.089.054;2004;Vinhos de mesa
Não consta na tabela;-;-;2004;Vinhos de mesa
Não declarados;-;-;2004;Vinhos de mesa
Outros;-;-;2004;Vinhos de mesa
Total;36.062.091;75.571.144;2004;Vinhos de mesa
Africa do Sul;59;259;2004;Espumantes
Alemanha;22.785;77.735;2004;Espumantes
Argentina;1.008.169;2.760.067;2004;Espumantes
Austrália;1.310;6.507;2004;Espumantes
Áustria;-;-;2004;Espumantes
Bermudas;-;-;2004;Espumantes
Bahamas;-;-;2004;Espumantes
Bélgica;-;-;2004;Espumantes
Brasil;5.357;17.451;2004;Espumantes
Bulgária;-;-;2004;Espumantes
Canada;-;-;2004;Espumantes
Chile;25.920;48.350;2004;Espumantes
Croácia;-;-;2004;Espumantes
Cuba;-;-;2004;Espumantes
Emirados Árabes Unidos;-;-;2004;Espumantes
Eslovênia;-;-;2004;Espumantes
Espanha;209.973;660.360;2004;Espumantes
Estados Unidos;-;-;2004;Espumantes
França;746.383;6.768.485;2004;Espumantes
Geórgia;-;-;2004;Espumantes
Granada;-;-;2004;Espumantes
Grécia;-;-;2004;Espumantes
Hong Kong;-;-;2004;Espumantes
Hungria;657;1.775;2004;Espumantes
Indonésia;-;-;2004;Espumantes
Irlanda;-;-;2004;Espumantes
Israel;1.935;5.346;2004;Espumantes
Itália;1.033.793;2.850.765;2004;Espumantes
Luxemburgo;-;-;2004;Espumantes
México;-;-;2004;Espumantes
Moldávia;-;-;2004;Espumantes
Nova Zelândia;-;-;2004;Espumantes
Países Baixos;-;-;2004;Espumantes
Panamá;-;-;2004;Espumantes
Peru;-;-;2004;Espumantes
Portugal;30.305;99.071;2004;Espumantes
Reino Unido;-;-;2004;Espumantes
Romênia;-;-;2004;Espumantes
Suíça;-;-;2004;Espumantes
Tunísia;-;-;2004;Espumantes
Ucrânia;-;-;2004;Espumantes
Uruguai;180;1.440;2004;Espumantes
Não consta na tabela;-;-;2004;Espumantes
Não declarados;-;-;2004;Espumantes
Outros;-;-;2004;Espumantes
Total;3.086.826;13.297.611;2004;Espumantes
Argélia;-;-;2004;Uvas frescas
Argentina;3.344.442;2.027.559;2004;Uvas frescas
Brasil;-;-;2004;Uvas frescas
Chile;2.704.764;1.994.691;2004;Uvas frescas
Colômbia;-;-;2004;Uvas frescas
Egito;-;-;2004;Uvas frescas
Espanha;7.682;11.128;2004;Uvas frescas
Estados Unidos;14.655;17.500;2004;Uvas frescas
Grécia;-;-;2004;Uvas frescas
Itália;-;-;2004;Uvas frescas
México;-;-;2004;Uvas frescas
Peru;-;-;2004;Uvas frescas
Paraguai;-;-;2004;Uvas frescas
Portugal;-;-;2004;Uvas frescas
Panamá;-;-;2004;Uvas frescas
Reino Unido;-;-;2004;Uvas frescas
Uruguai;-;-;2004;Uvas frescas
Venezuela;-;-;2004;Uvas frescas
Não consta na tabela;-;-;2004;Uvas frescas
Outros;-;-;2004;Uvas frescas
Total;6.071.543;4.050.878;2004;Uvas frescas
Afeganistão;-;-;2004;Uvas passas
África do Sul;-;-;2004;Uvas passas
Alemanha, República Democrática;-;-;2004;Uvas passas
Arábia Saudita;-;-;2004;Uvas passas
Argentina;12.287.672;14.106.821;2004;Uvas passas
Austrália;-;-;2004;Uvas passas
Bélgica;41.500;30.416;2004;Uvas passas
Chile;933.010;1.200.730;2004;Uvas passas
China;-;-;2004;Uvas passas
China Continental;-;-;2004;Uvas passas
Cingapura;-;-;2004;Uvas passas
Costa Rica;-;-;2004;Uvas passas
Emirados;329.470;351.485;2004;Uvas passas
Espanha;-;-;2004;Uvas passas
Estados Unidos;470.966;748.024;2004;Uvas passas
França;-;-;2004;Uvas passas
Grécia;-;-;2004;Uvas passas
Guiana Britânica;-;-;2004;Uvas passas
Índia;-;-;2004;Uvas passas
Irã;929.370;1.001.650;2004;Uvas passas
Itália;-;-;2004;Uvas passas
Japão;-;-;2004;Uvas passas
México;-;-;2004;Uvas passas
Países Baixos;-;-;2004;Uvas passas
Paraguai;-;-;2004;Uvas passas
Peru;-;-;2004;Uvas passas
Portugal;-;-;2004;Uvas passas
Reino Unido;-;-;2004;Uvas passas
Suécia;-;-;2004;Uvas passas
Turquia;1.666.888;1.531.208;2004;Uvas passas
Uruguai;-;-;2004;Uvas passas
Uzbequistão;-;-;2004;Uvas passas
Venezuela;-;-;2004;Uvas passas
Não consta na tabela;-;-;2004;Uvas passas
Outros;-;-;2004;Uvas passas
Total;16.658.876;18.970.334;2004;Uvas passas
Africa do Sul;1.876;1.124;2004;Suco de uva
Alemanha;600;1.791;2004;Suco de uva
Argentina;850.000;658.747;2004;Suco de uva
Austria;-;-;2004;Suco de uva
Canadá;-;-;2004;Suco de uva
Coreia do Sul, República;4.805;1.344;2004;Suco de uva
Coreia do Norte, República;-;-;2004;Suco de uva
Chile;-;-;2004;Suco de uva
China;-;-;2004;Suco de uva
Dinamarca;-;-;2004;Suco de uva
Espanha;-;-;2004;Suco de uva
Estados Unidos;10.450;13.762;2004;Suco de uva
França;-;-;2004;Suco de uva
Guiana;-;-;2004;Suco de uva
Israel;2.475;3.891;2004;Suco de uva
itália;-;-;2004;Suco de uva
Japão;-;-;2004;Suco de uva
Líbano;-;-;2004;Suco de uva
México;-;-;2004;Suco de uva
Países Baixos;-;-;2004;Suco de uva
Panamá;-;-;2004;Suco de uva
Peru;-;-;2004;Suco de uva
Portugal;-;-;2004;Suco de uva
Reino Unido;-;-;2004;Suco de uva
Taiwan;-;-;2004;Suco de uva
Turquia;-;-;2004;Suco de uva
Uruguai;-;-;2004;Suco de uva
Venezuela;-;-;2004;Suco de uva
Outros;-;-;2004;Suco de uva
Total;870.206;680.659;2004;Suco de uva
Africa do Sul;407.413;775.421;2005;Vinhos de mesa
Alemanha;253.685;382.599;2005;Vinhos de mesa
Argélia;-;-;2005;Vinhos de mesa
Arábia Saudita;-;-;2005;Vinhos de mesa
Argentina;10.845.213;21.623.751;2005;Vinhos de mesa
Armênia;-;-;2005;Vinhos de mesa
Austrália;324.162;901.226;2005;Vinhos de mesa
Áustria;1.688;17.321;2005;Vinhos de mesa
Bermudas;-;-;2005;Vinhos de mesa
Bélgica;-;-;2005;Vinhos de mesa
Bolívia;-;-;2005;Vinhos de mesa
Bósnia-Herzegovina;-;-;2005;Vinhos de mesa
Brasil;3.007;20.041;2005;Vinhos de mesa
Bulgária;-;-;2005;Vinhos de mesa
Canada;-;-;2005;Vinhos de mesa
Chile;11.647.128;25.645.333;2005;Vinhos de mesa
China;-;-;2005;Vinhos de mesa
Coreia do Sul, República;-;-;2005;Vinhos de mesa
Croácia;-;-;2005;Vinhos de mesa
Cuba;-;-;2005;Vinhos de mesa
Emirados Árabes Unidos;-;-;2005;Vinhos de mesa
Eslovênia;-;-;2005;Vinhos de mesa
Eslováquia;-;-;2005;Vinhos de mesa
Espanha;508.494;2.504.139;2005;Vinhos de mesa
Estados Unidos;53.043;245.198;2005;Vinhos de mesa
França;1.671.209;5.783.702;2005;Vinhos de mesa
Geórgia;-;-;2005;Vinhos de mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;-;-;2005;Vinhos de mesa
Grécia;-;-;2005;Vinhos de mesa
Hong Kong;-;-;2005;Vinhos de mesa
Hungria;10.858;53.615;2005;Vinhos de mesa
Indonésia;-;-;2005;Vinhos de mesa
Irlanda;-;-;2005;Vinhos de mesa
Israel;-;-;2005;Vinhos de mesa
Itália;6.010.760;11.300.501;2005;Vinhos de mesa
Japão;-;-;2005;Vinhos de mesa
Iugoslávia;-;-;2005;Vinhos de mesa
Líbano;1.431;12.774;2005;Vinhos de mesa
Luxemburgo;-;-;2005;Vinhos de mesa
Macedônia;-;-;2005;Vinhos de mesa
Marrocos;-;-;2005;Vinhos de mesa
México;-;-;2005;Vinhos de mesa
Moldávia;-;-;2005;Vinhos de mesa
Montenegro;-;-;2005;Vinhos de mesa
Noruega;-;-;2005;Vinhos de mesa
Nova Zelândia;31.291;224.441;2005;Vinhos de mesa
Países Baixos (Holanda);-;-;2005;Vinhos de mesa
Panamá;-;-;2005;Vinhos de mesa
Peru;-;-;2005;Vinhos de mesa
Porto Rico;-;-;2005;Vinhos de mesa
Portugal;5.182.827;15.007.625;2005;Vinhos de mesa
Reino Unido;-;-;2005;Vinhos de mesa
Republica Dominicana;-;-;2005;Vinhos de mesa
Romênia;-;-;2005;Vinhos de mesa
Rússia;-;-;2005;Vinhos de mesa
San Marino;-;-;2005;Vinhos de mesa
Sérvia;-;-;2005;Vinhos de mesa
Síria;-;-;2005;Vinhos de mesa
Suazilândia;-;-;2005;Vinhos de mesa
Suíça;3.841;9.430;2005;Vinhos de mesa
Tcheca, República;-;-;2005;Vinhos de mesa
Tunísia;-;-;2005;Vinhos de mesa
Turquia;-;-;2005;Vinhos de mesa
Ucrânia;-;-;2005;Vinhos de mesa
Uruguai;512.973;924.066;2005;Vinhos de mesa
Não consta na tabela;-;-;2005;Vinhos de mesa
Não declarados;-;-;2005;Vinhos de mesa
Outros;13.970;63.967;2005;Vinhos de mesa
Total;37.482.993;85.495.150;2005;Vinhos de mesa
Africa do Sul;520;2.320;2005;Espumantes
Alemanha;888;5.487;2005;Espumantes
Argentina;1.135.922;2.943.342;2005;Espumantes
Austrália;1.125;7.594;2005;Espumantes
Áustria;-;-;2005;Espumantes
Bermudas;-;-;2005;Espumantes
