produto;quantidade;ano
VINHO DE MESA;217.208.604;1970
Tinto;174.224.052;1970
Branco;748.400;1970
Rosado;42.236.152;1970
VINHO FINO DE MESA (VINIFERA);23.899.346;1970
Tinto;7.591.557;1970
Branco;15.562.889;1970
Rosado;744.900;1970
SUCO;1.097.771;1970
Suco de uva integral;1.097.771;1970
Suco de uva concentrado;-;1970
Suco de uva adoçado;-;1970
Suco de uva orgânico;-;1970
Suco de uva reconstituído;-;1970
DERIVADOS;14.164.329;1970
Espumante;-;1970
Espumante moscatel;-;1970
Base espumante;-;1970
Base espumante moscatel;-;1970
Base Champenoise champanha;-;1970
Base Charmat champanha;-;1970
Bebida de uva;-;1970
Polpa de uva;-;1970
Mosto simples;7.170.736;1970
Mosto concentrado;-;1970
Mosto de uva com bagaço;-;1970
Mosto dessulfitado;-;1970
Mistelas;1.072.100;1970
Néctar de uva;-;1970
Licorosos;282.500;1970
Compostos;-;1970
Jeropiga;-;1970
Filtrado;-;1970
Frisante;-;1970
Vinho leve;-;1970
Vinho licoroso;-;1970
Brandy;-;1970
Destilado;830.030;1970
Bagaceira;961.290;1970
Licor de bagaceira;-;1970
Vinagre;-;1970
Borra líquida;3.847.673;1970
Borra seca;-;1970
Vinho Composto;-;1970
Pisco;-;1970
Vinho orgânico;-;1970
Espumante orgânico;-;1970
Destilado alcoólico simples de bagaceira;-;1970
Vinho acidificado;-;1970
Mosto parcialmente fermentado;-;1970
Outros derivados;-;1970
Total;256.370.050;1970
VINHO DE MESA;154.264.651;1971
Tinto;121.133.369;1971
Branco;1.160.500;1971
Rosado;31.970.782;1971
VINHO FINO DE MESA (VINIFERA);23.586.062;1971
Tinto;7.265.666;1971
Branco;15.655.709;1971
Rosado;664.687;1971
SUCO;2.296.654;1971
Suco de uva integral;2.296.654;1971
Suco de uva concentrado;-;1971
Suco de uva adoçado;-;1971
Suco de uva orgânico;-;1971
Suco de uva reconstituído;-;1971
DERIVADOS;13.280.518;1971
Espumante;-;1971
Espumante moscatel;-;1971
Base espumante;-;1971
Base espumante moscatel;-;1971
Base Champenoise champanha;-;1971
Base Charmat champanha;-;1971
Bebida de uva;-;1971
Polpa de uva;-;1971
Mosto simples;7.646.774;1971
Mosto concentrado;-;1971
Mosto de uva com bagaço;-;1971
Mosto dessulfitado;-;1971
Mistelas;818.400;1971
Néctar de uva;-;1971
Licorosos;270.000;1971
Compostos;45.000;1971
Jeropiga;-;1971
Filtrado;-;1971
Frisante;-;1971
Vinho leve;-;1971
Vinho licoroso;-;1971
Brandy;-;1971
Destilado;-;1971
Bagaceira;913.200;1971
Licor de bagaceira;-;1971
Vinagre;21.500;1971
Borra líquida;3.565.644;1971
Borra seca;-;1971
Vinho Composto;-;1971
Pisco;-;1971
Vinho orgânico;-;1971
Espumante orgânico;-;1971
Destilado alcoólico simples de bagaceira;-;1971
Vinho acidificado;-;1971
Mosto parcialmente fermentado;-;1971
Outros derivados;-;1971
Total;193.427.885;1971
VINHO DE MESA;146.953.297;1972
Tinto;118.180.926;1972
Branco;1.812.367;1972
Rosado;26.960.004;1972
VINHO FINO DE MESA (VINIFERA);21.078.771;1972
Tinto;6.782.837;1972
Branco;13.289.304;1972
Rosado;1.006.630;1972
SUCO;3.509.440;1972
Suco de uva integral;3.509.440;1972
Suco de uva concentrado;-;1972
Suco de uva adoçado;-;1972
Suco de uva orgânico;-;1972
Suco de uva reconstituído;-;1972
DERIVADOS;12.314.509;1972
Espumante;-;1972
Espumante moscatel;-;1972
Base espumante;-;1972
Base espumante moscatel;-;1972
Base Champenoise champanha;-;1972
Base Charmat champanha;-;1972
Bebida de uva;-;1972
Polpa de uva;-;1972
Mosto simples;6.051.822;1972
Mosto concentrado;-;1972
Mosto de uva com bagaço;-;1972
Mosto dessulfitado;-;1972
Mistelas;871.200;1972
Néctar de uva;-;1972
Licorosos;254.600;1972
Compostos;1.358.300;1972
Jeropiga;-;1972
Filtrado;-;1972
Frisante;-;1972
Vinho leve;-;1972
Vinho licoroso;-;1972
Brandy;-;1972
Destilado;-;1972
Bagaceira;755.350;1972
Licor de bagaceira;-;1972
Vinagre;8.200;1972
Borra líquida;3.015.037;1972
Borra seca;-;1972
Vinho Composto;-;1972
Pisco;-;1972
Vinho orgânico;-;1972
Espumante orgânico;-;1972
Destilado alcoólico simples de bagaceira;-;1972
Vinho acidificado;-;1972
Mosto parcialmente fermentado;-;1972
Outros derivados;-;1972
Total;183.856.017;1972
VINHO DE MESA;116.710.345;1973
Tinto;88.589.019;1973
Branco;243.900;1973
Rosado;27.877.426;1973
VINHO FINO DE MESA (VINIFERA);12.368.410;1973
Tinto;3.419.625;1973
Branco;7.930.070;1973
Rosado;1.018.715;1973
SUCO;-;1973
Suco de uva integral;-;1973
Suco de uva concentrado;-;1973
Suco de uva adoçado;-;1973
Suco de uva orgânico;-;1973
Suco de uva reconstituído;-;1973
DERIVADOS;28.317.919;1973
Espumante;-;1973
Espumante moscatel;-;1973
Base espumante;-;1973
Base espumante moscatel;-;1973
Base Champenoise champanha;-;1973
Base Charmat champanha;-;1973
Bebida de uva;-;1973
Polpa de uva;-;1973
Mosto simples;21.779.327;1973
Mosto concentrado;-;1973
Mosto de uva com bagaço;-;1973
Mosto dessulfitado;-;1973
Mistelas;512.900;1973
Néctar de uva;-;1973
Licorosos;176.500;1973
Compostos;1.628.000;1973
Jeropiga;-;1973
Filtrado;-;1973
Frisante;-;1973
Vinho leve;-;1973
Vinho licoroso;-;1973
Brandy;-;1973
Destilado;-;1973
Bagaceira;661.270;1973
Licor de bagaceira;-;1973
Vinagre;-;1973
Borra líquida;3.559.922;1973
Borra seca;-;1973
Vinho Composto;-;1973
Pisco;-;1973
Vinho orgânico;-;1973
Espumante orgânico;-;1973
Destilado alcoólico simples de bagaceira;-;1973
Vinho acidificado;-;1973
Mosto parcialmente fermentado;-;1973
Outros derivados;-;1973
Total;157.396.674;1973
VINHO DE MESA;193.875.345;1974
Tinto;146.544.484;1974
Branco;4.138.768;1974
Rosado;43.192.093;1974
VINHO FINO DE MESA (VINIFERA);31.644.124;1974
Tinto;10.047.658;1974
Branco;18.927.471;1974
Rosado;2.668.995;1974
SUCO;-;1974
Suco de uva integral;-;1974
Suco de uva concentrado;-;1974
Suco de uva adoçado;-;1974
Suco de uva orgânico;-;1974
Suco de uva reconstituído;-;1974
DERIVADOS;47.904.934;1974
Espumante;-;1974
Espumante moscatel;-;1974
Base espumante;-;1974
Base espumante moscatel;-;1974
Base Champenoise champanha;-;1974
Base Charmat champanha;-;1974
Bebida de uva;-;1974
Polpa de uva;-;1974
Mosto simples;41.346.735;1974
Mosto concentrado;-;1974
Mosto de uva com bagaço;-;1974
Mosto dessulfitado;-;1974
Mistelas;826.300;1974
Néctar de uva;-;1974
Licorosos;135.000;1974
Compostos;-;1974
Jeropiga;-;1974
Filtrado;-;1974
Frisante;-;1974
Vinho leve;-;1974
Vinho licoroso;-;1974
Brandy;-;1974
Destilado;-;1974
Bagaceira;424.620;1974
Licor de bagaceira;-;1974
Vinagre;35.300;1974
Borra líquida;5.136.979;1974
Borra seca;-;1974
Vinho Composto;-;1974
Pisco;-;1974
Vinho orgânico;-;1974
Espumante orgânico;-;1974
Destilado alcoólico simples de bagaceira;-;1974
Vinho acidificado;-;1974
Mosto parcialmente fermentado;-;1974
Outros derivados;-;1974
Total;273.424.403;1974
VINHO DE MESA;177.401.209;1975
Tinto;144.274.134;1975
Branco;1.441.507;1975
Rosado;31.685.568;1975
VINHO FINO DE MESA (VINIFERA);39.424.590;1975
Tinto;14.731.106;1975
Branco;21.933.695;1975
Rosado;2.759.789;1975
SUCO;-;1975
Suco de uva integral;-;1975
Suco de uva concentrado;-;1975
Suco de uva adoçado;-;1975
Suco de uva orgânico;-;1975
Suco de uva reconstituído;-;1975
DERIVADOS;53.633.143;1975
Espumante;-;1975
Espumante moscatel;-;1975
Base espumante;-;1975
Base espumante moscatel;-;1975
Base Champenoise champanha;-;1975
Base Charmat champanha;-;1975
Bebida de uva;-;1975
Polpa de uva;-;1975
Mosto simples;48.185.206;1975
Mosto concentrado;-;1975
Mosto de uva com bagaço;-;1975
Mosto dessulfitado;-;1975
Mistelas;223.000;1975
Néctar de uva;-;1975
Licorosos;24.000;1975
Compostos;-;1975
Jeropiga;-;1975
Filtrado;-;1975
Frisante;-;1975
Vinho leve;-;1975
Vinho licoroso;-;1975
Brandy;-;1975
Destilado;-;1975
Bagaceira;576.098;1975
Licor de bagaceira;-;1975
Vinagre;-;1975
Borra líquida;4.624.839;1975
Borra seca;-;1975
Vinho Composto;-;1975
Pisco;-;1975
Vinho orgânico;-;1975
Espumante orgânico;-;1975
Destilado alcoólico simples de bagaceira;-;1975
Vinho acidificado;-;1975
Mosto parcialmente fermentado;-;1975
Outros derivados;-;1975
Total;270.458.942;1975
VINHO DE MESA;144.565.438;1976
Tinto;118.360.170;1976
Branco;1.871.473;1976
Rosado;24.333.795;1976
VINHO FINO DE MESA (VINIFERA);34.500.590;1976
Tinto;12.405.154;1976
Branco;19.874.659;1976
Rosado;2.220.777;1976
SUCO;-;1976
Suco de uva integral;-;1976
Suco de uva concentrado;-;1976
Suco de uva adoçado;-;1976
Suco de uva orgânico;-;1976
Suco de uva reconstituído;-;1976
DERIVADOS;22.925.012;1976
Espumante;-;1976
Espumante moscatel;-;1976
Base espumante;-;1976
Base espumante moscatel;-;1976
Base Champenoise champanha;-;1976
Base Charmat champanha;-;1976
Bebida de uva;-;1976
Polpa de uva;-;1976
Mosto simples;18.220.527;1976
Mosto concentrado;-;1976
Mosto de uva com bagaço;-;1976
Mosto dessulfitado;-;1976
Mistelas;205.500;1976
Néctar de uva;-;1976
Licorosos;4.400;1976
Compostos;-;1976
Jeropiga;107.500;1976
Filtrado;-;1976
Frisante;-;1976
Vinho leve;-;1976
Vinho licoroso;-;1976
Brandy;-;1976
Destilado;-;1976
Bagaceira;705.912;1976
Licor de bagaceira;-;1976
Vinagre;288.000;1976
Borra líquida;3.393.173;1976
Borra seca;-;1976
Vinho Composto;-;1976
Pisco;-;1976
Vinho orgânico;-;1976
Espumante orgânico;-;1976
Destilado alcoólico simples de bagaceira;-;1976
Vinho acidificado;-;1976
Mosto parcialmente fermentado;-;1976
Outros derivados;-;1976
Total;201.991.040;1976
VINHO DE MESA;195.359.778;1977
Tinto;154.801.826;1977
Branco;4.954.387;1977
Rosado;35.603.565;1977
VINHO FINO DE MESA (VINIFERA);41.264.971;1977
Tinto;16.131.758;1977
Branco;20.409.231;1977
Rosado;4.723.982;1977
SUCO;-;1977
Suco de uva integral;-;1977
Suco de uva concentrado;-;1977
Suco de uva adoçado;-;1977
Suco de uva orgânico;-;1977
Suco de uva reconstituído;-;1977
DERIVADOS;24.015.856;1977
Espumante;-;1977
Espumante moscatel;-;1977
Base espumante;-;1977
Base espumante moscatel;-;1977
Base Champenoise champanha;-;1977
Base Charmat champanha;-;1977
Bebida de uva;-;1977
Polpa de uva;-;1977
Mosto simples;22.097.156;1977
Mosto concentrado;-;1977
Mosto de uva com bagaço;-;1977
Mosto dessulfitado;-;1977
Mistelas;553.200;1977
Néctar de uva;-;1977
Licorosos;525.000;1977
Compostos;-;1977
Jeropiga;12.500;1977
Filtrado;-;1977
Frisante;-;1977
Vinho leve;-;1977
Vinho licoroso;-;1977
Brandy;-;1977
Destilado;-;1977
Bagaceira;828.000;1977
Licor de bagaceira;-;1977
Vinagre;-;1977
Borra líquida;-;1977
Borra seca;-;1977
Vinho Composto;-;1977
Pisco;-;1977
Vinho orgânico;-;1977
Espumante orgânico;-;1977
Destilado alcoólico simples de bagaceira;-;1977
Vinho acidificado;-;1977
Mosto parcialmente fermentado;-;1977
Outros derivados;-;1977
Total;260.640.605;1977
VINHO DE MESA;200.053.669;1978
Tinto;162.917.363;1978
Branco;5.079.748;1978
Rosado;32.056.558;1978
VINHO FINO DE MESA (VINIFERA);36.750.933;1978
Tinto;15.000.671;1978
Branco;17.640.081;1978
Rosado;4.110.181;1978
SUCO;-;1978
Suco de uva integral;-;1978
Suco de uva concentrado;-;1978
Suco de uva adoçado;-;1978
Suco de uva orgânico;-;1978
Suco de uva reconstituído;-;1978
DERIVADOS;41.607.777;1978
Espumante;-;1978
Espumante moscatel;-;1978
Base espumante;-;1978
Base espumante moscatel;-;1978
Base Champenoise champanha;-;1978
Base Charmat champanha;-;1978
Bebida de uva;-;1978
Polpa de uva;-;1978
Mosto simples;40.052.456;1978
Mosto concentrado;-;1978
Mosto de uva com bagaço;-;1978
Mosto dessulfitado;-;1978
Mistelas;242.150;1978
Néctar de uva;-;1978
Licorosos;479.971;1978
Compostos;75.000;1978
Jeropiga;60.000;1978
Filtrado;-;1978
Frisante;-;1978
Vinho leve;-;1978
Vinho licoroso;-;1978
Brandy;-;1978
Destilado;-;1978
Bagaceira;698.200;1978
Licor de bagaceira;-;1978
Vinagre;-;1978
Borra líquida;-;1978
Borra seca;-;1978
Vinho Composto;-;1978
Pisco;-;1978
Vinho orgânico;-;1978
Espumante orgânico;-;1978
Destilado alcoólico simples de bagaceira;-;1978
Vinho acidificado;-;1978
Mosto parcialmente fermentado;-;1978
Outros derivados;-;1978
Total;278.412.379;1978
VINHO DE MESA;211.252.982;1979
Tinto;154.736.439;1979
Branco;7.146.395;1979
Rosado;49.370.148;1979
VINHO FINO DE MESA (VINIFERA);46.129.710;1979
Tinto;14.356.453;1979
Branco;25.727.132;1979
Rosado;6.046.125;1979
SUCO;-;1979
Suco de uva integral;-;1979
Suco de uva concentrado;-;1979
Suco de uva adoçado;-;1979
Suco de uva orgânico;-;1979
Suco de uva reconstituído;-;1979
DERIVADOS;35.370.846;1979
Espumante;-;1979
Espumante moscatel;-;1979
Base espumante;-;1979
Base espumante moscatel;-;1979
Base Champenoise champanha;-;1979
Base Charmat champanha;-;1979
Bebida de uva;-;1979
Polpa de uva;-;1979
Mosto simples;34.318.456;1979
Mosto concentrado;-;1979
Mosto de uva com bagaço;-;1979
Mosto dessulfitado;-;1979
Mistelas;60.300;1979
Néctar de uva;-;1979
Licorosos;34.000;1979
Compostos;-;1979
Jeropiga;20.000;1979
Filtrado;-;1979
Frisante;-;1979
Vinho leve;-;1979
Vinho licoroso;-;1979
Brandy;-;1979
Destilado;-;1979
Bagaceira;938.090;1979
Licor de bagaceira;-;1979
Vinagre;-;1979
Borra líquida;-;1979
Borra seca;-;1979
Vinho Composto;-;1979
Pisco;-;1979
Vinho orgânico;-;1979
Espumante orgânico;-;1979
Destilado alcoólico simples de bagaceira;-;1979
Vinho acidificado;-;1979
Mosto parcialmente fermentado;-;1979
Outros derivados;-;1979
Total;292.753.538;1979
VINHO DE MESA;130.308.185;1980
Tinto;101.659.755;1980
Branco;5.363.452;1980
Rosado;23.284.978;1980
VINHO FINO DE MESA (VINIFERA);31.740.663;1980
Tinto;9.296.741;1980
Branco;19.326.572;1980
Rosado;3.117.350;1980
SUCO;-;1980
Suco de uva integral;-;1980
Suco de uva concentrado;-;1980
Suco de uva adoçado;-;1980
Suco de uva orgânico;-;1980
Suco de uva reconstituído;-;1980
DERIVADOS;37.553.414;1980
Espumante;-;1980
Espumante moscatel;-;1980
Base espumante;-;1980
Base espumante moscatel;-;1980
Base Champenoise champanha;-;1980
Base Charmat champanha;-;1980
Bebida de uva;-;1980
Polpa de uva;-;1980
Mosto simples;37.553.414;1980
Mosto concentrado;-;1980
Mosto de uva com bagaço;-;1980
Mosto dessulfitado;-;1980
Mistelas;-;1980
Néctar de uva;-;1980
Licorosos;-;1980
Compostos;-;1980
Jeropiga;-;1980
Filtrado;-;1980
Frisante;-;1980
Vinho leve;-;1980
Vinho licoroso;-;1980
Brandy;-;1980
Destilado;-;1980
Bagaceira;-;1980
Licor de bagaceira;-;1980
Vinagre;-;1980
Borra líquida;-;1980
Borra seca;-;1980
Vinho Composto;-;1980
Pisco;-;1980
Vinho orgânico;-;1980
Espumante orgânico;-;1980
Destilado alcoólico simples de bagaceira;-;1980
Vinho acidificado;-;1980
Mosto parcialmente fermentado;-;1980
Outros derivados;-;1980
Total;199.602.262;1980
VINHO DE MESA;186.129.728;1981
Tinto;134.156.175;1981
Branco;12.547.739;1981
Rosado;39.425.814;1981
VINHO FINO DE MESA (VINIFERA);49.348.047;1981
Tinto;16.036.963;1981
Branco;27.528.276;1981
Rosado;5.782.808;1981
SUCO;-;1981
Suco de uva integral;-;1981
Suco de uva concentrado;-;1981
Suco de uva adoçado;-;1981
Suco de uva orgânico;-;1981
Suco de uva reconstituído;-;1981
DERIVADOS;52.530.037;1981
Espumante;-;1981
Espumante moscatel;-;1981
Base espumante;-;1981
Base espumante moscatel;-;1981
Base Champenoise champanha;-;1981
Base Charmat champanha;-;1981
Bebida de uva;-;1981
Polpa de uva;-;1981
Mosto simples;48.762.185;1981
Mosto concentrado;-;1981
Mosto de uva com bagaço;-;1981
Mosto dessulfitado;-;1981
Mistelas;-;1981
Néctar de uva;-;1981
Licorosos;-;1981
Compostos;-;1981
Jeropiga;-;1981
Filtrado;-;1981
Frisante;-;1981
Vinho leve;-;1981
Vinho licoroso;-;1981
Brandy;-;1981
Destilado;-;1981
Bagaceira;-;1981
Licor de bagaceira;-;1981
Vinagre;-;1981
Borra líquida;3.767.852;1981
Borra seca;-;1981
Vinho Composto;-;1981
Pisco;-;1981
Vinho orgânico;-;1981
Espumante orgânico;-;1981
Destilado alcoólico simples de bagaceira;-;1981
Vinho acidificado;-;1981
Mosto parcialmente fermentado;-;1981
Outros derivados;-;1981
Total;288.007.812;1981
VINHO DE MESA;234.754.564;1982
Tinto;183.349.460;1982
Branco;15.782.499;1982
Rosado;35.622.605;1982
VINHO FINO DE MESA (VINIFERA);57.453.581;1982
Tinto;19.987.588;1982
Branco;34.423.412;1982
Rosado;3.042.581;1982
SUCO;-;1982
Suco de uva integral;-;1982
Suco de uva concentrado;-;1982
Suco de uva adoçado;-;1982
Suco de uva orgânico;-;1982
Suco de uva reconstituído;-;1982
DERIVADOS;37.506.770;1982
Espumante;-;1982
Espumante moscatel;-;1982
Base espumante;-;1982
Base espumante moscatel;-;1982
Base Champenoise champanha;-;1982
Base Charmat champanha;-;1982
Bebida de uva;-;1982
Polpa de uva;-;1982
Mosto simples;37.506.770;1982
Mosto concentrado;-;1982
Mosto de uva com bagaço;-;1982
Mosto dessulfitado;-;1982
Mistelas;-;1982
Néctar de uva;-;1982
Licorosos;-;1982
Compostos;-;1982
Jeropiga;-;1982
Filtrado;-;1982
Frisante;-;1982
Vinho leve;-;1982
Vinho licoroso;-;1982
Brandy;-;1982
Destilado;-;1982
Bagaceira;-;1982
Licor de bagaceira;-;1982
Vinagre;-;1982
Borra líquida;-;1982
Borra seca;-;1982
Vinho Composto;-;1982
Pisco;-;1982
Vinho orgânico;-;1982
Espumante orgânico;-;1982
Destilado alcoólico simples de bagaceira;-;1982
Vinho acidificado;-;1982
Mosto parcialmente fermentado;-;1982
Outros derivados;-;1982
Total;329.714.915;1982
VINHO DE MESA;120.261.544;1983
Tinto;87.080.528;1983
Branco;12.191.896;1983
Rosado;20.989.120;1983
VINHO FINO DE MESA (VINIFERA);40.616.812;1983
Tinto;14.340.514;1983
Branco;24.164.361;1983
Rosado;2.111.937;1983
SUCO;-;1983
Suco de uva integral;-;1983
Suco de uva concentrado;-;1983
Suco de uva adoçado;-;1983
Suco de uva orgânico;-;1983
Suco de uva reconstituído;-;1983
DERIVADOS;27.314.628;1983
Espumante;-;1983
Espumante moscatel;-;1983
Base espumante;-;1983
Base espumante moscatel;-;1983
Base Champenoise champanha;-;1983
Base Charmat champanha;-;1983
Bebida de uva;-;1983
Polpa de uva;-;1983
Mosto simples;27.314.628;1983
Mosto concentrado;-;1983
Mosto de uva com bagaço;-;1983
Mosto dessulfitado;-;1983
Mistelas;-;1983
Néctar de uva;-;1983
Licorosos;-;1983
Compostos;-;1983
Jeropiga;-;1983
Filtrado;-;1983
Frisante;-;1983
Vinho leve;-;1983
Vinho licoroso;-;1983
Brandy;-;1983
Destilado;-;1983
Bagaceira;-;1983
Licor de bagaceira;-;1983
Vinagre;-;1983
Borra líquida;-;1983
Borra seca;-;1983
Vinho Composto;-;1983
Pisco;-;1983
Vinho orgânico;-;1983
Espumante orgânico;-;1983
Destilado alcoólico simples de bagaceira;-;1983
Vinho acidificado;-;1983
Mosto parcialmente fermentado;-;1983
Outros derivados;-;1983
Total;188.192.984;1983
VINHO DE MESA;177.680.331;1984
Tinto;119.615.028;1984
Branco;19.502.230;1984
Rosado;38.563.073;1984
VINHO FINO DE MESA (VINIFERA);48.289.279;1984
Tinto;15.777.602;1984
Branco;30.395.959;1984
Rosado;2.115.718;1984
SUCO;-;1984
Suco de uva integral;-;1984
Suco de uva concentrado;-;1984
Suco de uva adoçado;-;1984
Suco de uva orgânico;-;1984
Suco de uva reconstituído;-;1984
DERIVADOS;17.331.744;1984
Espumante;-;1984
Espumante moscatel;-;1984
Base espumante;-;1984
Base espumante moscatel;-;1984
Base Champenoise champanha;-;1984
Base Charmat champanha;-;1984
Bebida de uva;-;1984
Polpa de uva;-;1984
Mosto simples;17.331.744;1984
Mosto concentrado;-;1984
Mosto de uva com bagaço;-;1984
Mosto dessulfitado;-;1984
Mistelas;-;1984
Néctar de uva;-;1984
Licorosos;-;1984
Compostos;-;1984
Jeropiga;-;1984
Filtrado;-;1984
Frisante;-;1984
Vinho leve;-;1984
Vinho licoroso;-;1984
Brandy;-;1984
Destilado;-;1984
Bagaceira;-;1984
Licor de bagaceira;-;1984
Vinagre;-;1984
Borra líquida;-;1984
Borra seca;-;1984
Vinho Composto;-;1984
Pisco;-;1984
Vinho orgânico;-;1984
Espumante orgânico;-;1984
Destilado alcoólico simples de bagaceira;-;1984
Vinho acidificado;-;1984
Mosto parcialmente fermentado;-;1984
Outros derivados;-;1984
Total;243.301.354;1984
VINHO DE MESA;275.338.955;1985
Tinto;216.732.390;1985
Branco;23.010.666;1985
Rosado;35.595.899;1985
VINHO FINO DE MESA (VINIFERA);67.035.393;1985
Tinto;19.347.979;1985
Branco;44.679.484;1985
Rosado;3.007.930;1985
SUCO;6.631.667;1985
Suco de uva integral;3.544.706;1985
Suco de uva concentrado;3.086.961;1985
Suco de uva adoçado;-;1985
Suco de uva orgânico;-;1985
Suco de uva reconstituído;-;1985
DERIVADOS;17.336.419;1985
Espumante;-;1985
Espumante moscatel;-;1985
Base espumante;-;1985
Base espumante moscatel;-;1985
Base Champenoise champanha;-;1985
Base Charmat champanha;-;1985
Bebida de uva;-;1985
Polpa de uva;-;1985
Mosto simples;10.637.557;1985
Mosto concentrado;354.707;1985
Mosto de uva com bagaço;-;1985
Mosto dessulfitado;-;1985
Mistelas;-;1985
Néctar de uva;-;1985
Licorosos;-;1985
Compostos;-;1985
Jeropiga;234.500;1985
Filtrado;-;1985
Frisante;-;1985
Vinho leve;-;1985
Vinho licoroso;-;1985
Brandy;13.000;1985
Destilado;342.650;1985
Bagaceira;299.500;1985
Licor de bagaceira;-;1985
Vinagre;104.707;1985
Borra líquida;5.095.798;1985
Borra seca;-;1985
Vinho Composto;-;1985
Pisco;-;1985
Vinho orgânico;254.000;1985
Espumante orgânico;-;1985
Destilado alcoólico simples de bagaceira;-;1985
Vinho acidificado;-;1985
Mosto parcialmente fermentado;-;1985
Outros derivados;-;1985
Total;366.342.434;1985
VINHO DE MESA;157.711.522;1986
Tinto;118.766.694;1986
Branco;16.872.183;1986
Rosado;22.072.645;1986
VINHO FINO DE MESA (VINIFERA);48.559.180;1986
Tinto;12.282.967;1986
Branco;34.794.145;1986
Rosado;1.482.068;1986
SUCO;4.313.768;1986
Suco de uva integral;2.116.507;1986
Suco de uva concentrado;2.197.261;1986
Suco de uva adoçado;-;1986
Suco de uva orgânico;-;1986
Suco de uva reconstituído;-;1986
DERIVADOS;14.785.645;1986
Espumante;-;1986
Espumante moscatel;-;1986
Base espumante;-;1986
Base espumante moscatel;-;1986
Base Champenoise champanha;-;1986
Base Charmat champanha;-;1986
Bebida de uva;-;1986
Polpa de uva;-;1986
Mosto simples;7.031.320;1986
Mosto concentrado;295.800;1986
Mosto de uva com bagaço;-;1986
Mosto dessulfitado;-;1986
Mistelas;378.400;1986
Néctar de uva;-;1986
Licorosos;-;1986
Compostos;-;1986
Jeropiga;173.000;1986
Filtrado;-;1986
Frisante;-;1986
Vinho leve;-;1986
Vinho licoroso;-;1986
Brandy;-;1986
Destilado;222.230;1986
Bagaceira;156.100;1986
Licor de bagaceira;-;1986
Vinagre;-;1986
Borra líquida;6.357.648;1986
Borra seca;-;1986
Vinho Composto;-;1986
Pisco;-;1986
Vinho orgânico;171.147;1986
Espumante orgânico;-;1986
Destilado alcoólico simples de bagaceira;-;1986
Vinho acidificado;-;1986
Mosto parcialmente fermentado;-;1986
Outros derivados;-;1986
Total;225.370.115;1986
VINHO DE MESA;150.467.184;1987
Tinto;97.841.160;1987
Branco;27.497.857;1987
Rosado;25.128.167;1987
VINHO FINO DE MESA (VINIFERA);47.301.266;1987
Tinto;10.920.073;1987
Branco;35.432.544;1987
Rosado;948.649;1987
SUCO;5.469.016;1987
Suco de uva integral;2.262.240;1987
Suco de uva concentrado;3.206.776;1987
Suco de uva adoçado;-;1987
Suco de uva orgânico;-;1987
Suco de uva reconstituído;-;1987
DERIVADOS;14.905.862;1987
Espumante;-;1987
Espumante moscatel;-;1987
Base espumante;-;1987
Base espumante moscatel;-;1987
Base Champenoise champanha;-;1987
Base Charmat champanha;-;1987
Bebida de uva;-;1987
Polpa de uva;-;1987
Mosto simples;7.821.040;1987
Mosto concentrado;400.500;1987
Mosto de uva com bagaço;-;1987
Mosto dessulfitado;-;1987
Mistelas;402.600;1987
Néctar de uva;-;1987
Licorosos;-;1987
Compostos;-;1987
Jeropiga;122.000;1987
Filtrado;-;1987
Frisante;-;1987
Vinho leve;-;1987
Vinho licoroso;-;1987
Brandy;-;1987
Destilado;472.576;1987
Bagaceira;325.600;1987
Licor de bagaceira;-;1987
Vinagre;-;1987
Borra líquida;5.142.446;1987
Borra seca;-;1987
Vinho Composto;-;1987
Pisco;-;1987
Vinho orgânico;219.100;1987
Espumante orgânico;-;1987
Destilado alcoólico simples de bagaceira;-;1987
Vinho acidificado;-;1987
Mosto parcialmente fermentado;-;1987
Outros derivados;-;1987
Total;218.143.328;1987
VINHO DE MESA;244.791.058;1988
Tinto;173.747.942;1988
Branco;32.660.045;1988
Rosado;38.383.071;1988
VINHO FINO DE MESA (VINIFERA);76.560.765;1988
Tinto;18.690.518;1988
Branco;56.441.847;1988
Rosado;1.428.400;1988
SUCO;7.586.870;1988
Suco de uva integral;2.018.000;1988
Suco de uva concentrado;5.568.870;1988
Suco de uva adoçado;-;1988
Suco de uva orgânico;-;1988
Suco de uva reconstituído;-;1988
DERIVADOS;19.644.584;1988
Espumante;76.000;1988
Espumante moscatel;-;1988
Base espumante;-;1988
Base espumante moscatel;-;1988
Base Champenoise champanha;-;1988
Base Charmat champanha;-;1988
Bebida de uva;-;1988
Polpa de uva;-;1988
Mosto simples;16.544.460;1988
Mosto concentrado;384.200;1988
Mosto de uva com bagaço;-;1988
Mosto dessulfitado;-;1988
Mistelas;196.000;1988
Néctar de uva;-;1988
Licorosos;3.000;1988
Compostos;2.000;1988
Jeropiga;61.000;1988
Filtrado;88.000;1988
Frisante;-;1988
Vinho leve;-;1988
Vinho licoroso;-;1988
Brandy;5.216;1988
Destilado;287.220;1988
Bagaceira;29.000;1988
Licor de bagaceira;-;1988
Vinagre;-;1988
Borra líquida;1.953.488;1988
Borra seca;-;1988
Vinho Composto;-;1988
Pisco;-;1988
Vinho orgânico;15.000;1988
Espumante orgânico;-;1988
Destilado alcoólico simples de bagaceira;-;1988
Vinho acidificado;-;1988
Mosto parcialmente fermentado;-;1988
Outros derivados;-;1988
