cultivar;quantidade;ano;opcao;sem_definicao
Aramon;-;1982;Viníferas;-
Alfrocheiro;-;1982;Viníferas;-
Arinarnoa;-;1982;Viníferas;-
Aspirant Bouschet;-;1982;Viníferas;-
Barbera;11.552.200;1982;Viníferas;-
Bonarda;2.210.953;1982;Viníferas;-
Cabernet Franc;8.730.177;1982;Viníferas;-
Cabernet Sauvignon;-;1982;Viníferas;-
Caladoc;-;1982;Viníferas;-
Campanario;-;1982;Viníferas;-
Canaiolo;812.569;1982;Viníferas;-
Carignan;406;1982;Viníferas;-
Carmenere;102.813;1982;Viníferas;-
Castelão;-;1982;Viníferas;-
Corvina;-;1982;Viníferas;-
Croatina;-;1982;Viníferas;-
Cinsaut;6.229;1982;Viníferas;-
Dom Felder;-;1982;Viníferas;-
Dolcetto;-;1982;Viníferas;-
Durif;7.496;1982;Viníferas;-
Egiodola;-;1982;Viníferas;-
Ekigaina;-;1982;Viníferas;-
Festival (Sugraone);-;1982;Viníferas;-
Franconia;-;1982;Viníferas;-
Freisa;-;1982;Viníferas;-
Gamay St Romain;298.609;1982;Viníferas;-
Gamay Beaujolais;-;1982;Viníferas;-
Grand Noir;-;1982;Viníferas;-
Grenache;17.212;1982;Viníferas;-
Jaen;-;1982;Viníferas;-
Lagrein;-;1982;Viníferas;-
Lambrusco;300;1982;Viníferas;-
Malbec;14.466;1982;Viníferas;-
Marzemina;88.008;1982;Viníferas;-
Merlot;5.762.774;1982;Viníferas;-
Marselan;-;1982;Viníferas;-
Molinera;-;1982;Viníferas;-
Montepulciano;-;1982;Viníferas;-
Moscato Bailey;-;1982;Viníferas;-
Napa Gamay;-;1982;Viníferas;-
Nebbiolo;600;1982;Viníferas;-
Petit Verdot;-;1982;Viníferas;-
Petite Sirah;-;1982;Viníferas;-
Pinotage;-;1982;Viníferas;-
Pinot Noir;10.948;1982;Viníferas;-
Pinot Saint George;-;1982;Viníferas;-
Piriquita;-;1982;Viníferas;-
Rebo;-;1982;Viníferas;-
Refosco;-;1982;Viníferas;-
Rondinella;-;1982;Viníferas;-
Ruby Cabernet;-;1982;Viníferas;-
Sangiovese;182.898;1982;Viníferas;-
Sira (falsa);2.113.514;1982;Viníferas;-
Tannat;-;1982;Viníferas;-
Tempranillo;-;1982;Viníferas;-
Teroldego;-;1982;Viníferas;-
Torrontes;-;1982;Viníferas;-
Tinta Barroca;-;1982;Viníferas;-
Touriga Francesa;-;1982;Viníferas;-
Touriga Nacional;-;1982;Viníferas;-
Tinta Madeira;-;1982;Viníferas;-
Tintoria;-;1982;Viníferas;-
Trincdeira;-;1982;Viníferas;-
Trousseau;-;1982;Viníferas;-
Zinfandel;-;1982;Viníferas;-
Outras1;-;1982;Viníferas;-
BRANCAS E ROSADAS;46.757.024;1982;Viníferas;-
Aliatico;-;1982;Viníferas;-
Aligote;590;1982;Viníferas;-
Altesse;11.086;1982;Viníferas;-
Alvarinho;-;1982;Viníferas;-
Arriloba;-;1982;Viníferas;-
Auxerrois;-;1982;Viníferas;-
Burger;-;1982;Viníferas;-
Chardonnay;2.590;1982;Viníferas;-
Chasselas;44.280;1982;Viníferas;-
Chenin Blanc;228;1982;Viníferas;-
Clairette(1);67.028;1982;Viníferas;-
Colombard;-;1982;Viníferas;-
Flora;-;1982;Viníferas;-
Garganega;-;1982;Viníferas;-
Gewurztraminer;1.258;1982;Viníferas;-
Gouveio;-;1982;Viníferas;-
Gros Manseng;-;1982;Viníferas;-
Italia (Pirovano 65) (PE);-;1982;Viníferas;-
Maccabeo;-;1982;Viníferas;-
Malvasia;2.522.725;1982;Viníferas;-
Malvasia Amarela;-;1982;Viníferas;-
Malvasia Bianca;-;1982;Viníferas;-
Malvasia Chianti;-;1982;Viníferas;-
Malvasia Verde;-;1982;Viníferas;-
Malvasia di Candia;-;1982;Viníferas;-
Malvasia Istriana;-;1982;Viníferas;-
Mistura de uvas viníferas branco;-;1982;Viníferas;-
Mistura de uvas viníferas rosado;-;1982;Viníferas;-
Moscato Branco;13.984.946;1982;Viníferas;-
Moscato Canelli;-;1982;Viníferas;-
Moscato Giallo;-;1982;Viníferas;-
Moscato Nazareno;-;1982;Viníferas;-
Moscato Bianco R2;-;1982;Viníferas;-
Moscato de Alexandria;-;1982;Viníferas;-
Moscato Rosado;-;1982;Viníferas;-
Muscat à Petits Grains;-;1982;Viníferas;-
Muller Thurgau;-;1982;Viníferas;-
Muscadelle;-;1982;Viníferas;-
Ora;-;1982;Viníferas;-
Palomino;5.687;1982;Viníferas;-
Petit Manseng;-;1982;Viníferas;-
Peverella;2.423.524;1982;Viníferas;-
Pinot Blanc;1.825;1982;Viníferas;-
Pinot Gris;-;1982;Viníferas;-
Prosecco;7.771;1982;Viníferas;-
Red Veltliner;4.240;1982;Viníferas;-
Riesling Italico;3.752.318;1982;Viníferas;-
Riesling Renano;-;1982;Viníferas;-
Sauvignon Blanc(2);122.285;1982;Viníferas;-
Sauvignon Gris;-;1982;Viníferas;-
Seara Nova;5.300;1982;Viníferas;-
Semillon;2.699.929;1982;Viníferas;-
Schonburger;-;1982;Viníferas;-
Sylvaner;14.451;1982;Viníferas;-
Tocai Friulano;-;1982;Viníferas;-
Trebbiano;20.630.475;1982;Viníferas;-
Trebbiano Toscano;-;1982;Viníferas;-
Verdea;305;1982;Viníferas;-
Verdelho;-;1982;Viníferas;-
Verdiso;24.470;1982;Viníferas;-
Vermentino;717;1982;Viníferas;-
Vernaccia;428.996;1982;Viníferas;-
Viognier;-;1982;Viníferas;-
Outras(3);-;1982;Viníferas;-
Total;78.669.196;1982;Viníferas;-
TINTAS;341.083.460;1982;Americanas e híbridas;-
Bacarina;-;1982;Americanas e híbridas;-
Bailey;-;1982;Americanas e híbridas;-
Bordo;26.385.123;1982;Americanas e híbridas;-
Bourdin (S);-;1982;Americanas e híbridas;-
BRS Carmen;-;1982;Americanas e híbridas;-
BRS Cora;-;1982;Americanas e híbridas;-
BRS Magna;-;1982;Americanas e híbridas;-
BRS Margot;-;1982;Americanas e híbridas;-
BRS Morena;-;1982;Americanas e híbridas;-
BRS Rúbea;-;1982;Americanas e híbridas;-
BRS Violeta;-;1982;Americanas e híbridas;-
BRS Vitória;-;1982;Americanas e híbridas;-
Champagnon (Champanheta);-;1982;Americanas e híbridas;-
Coleções;-;1982;Americanas e híbridas;-
Concord;11.470.646;1982;Americanas e híbridas;-
Concord clone 30;-;1982;Americanas e híbridas;-
Couderc;6.234.132;1982;Americanas e híbridas;-
Cynthiana(1);400.575;1982;Americanas e híbridas;-
Herbemont;48.220.049;1982;Americanas e híbridas;-
IAC 138022;-;1982;Americanas e híbridas;-
Isabel;237.185.186;1982;Americanas e híbridas;-
Isabel Precoce;-;1982;Americanas e híbridas;-
Jacquez;796.363;1982;Americanas e híbridas;-
Kyoko;-;1982;Americanas e híbridas;-
Landot;30.617;1982;Americanas e híbridas;-
Mistura de uvas americanas tinto;-;1982;Americanas e híbridas;-
Oberlin;5.723;1982;Americanas e híbridas;-
Othello;37.730;1982;Americanas e híbridas;-
Paco;-;1982;Americanas e híbridas;-
Patricia;-;1982;Americanas e híbridas;-
Seibel;10.317.316;1982;Americanas e híbridas;-
Seibel 2 (seibeleto);-;1982;Americanas e híbridas;-
Seyve Willard (Tinta);-;1982;Americanas e híbridas;-
Vênus;-;1982;Americanas e híbridas;-
BRANCAS E ROSADAS;13.716.818;1982;Americanas e híbridas;-
Baco;319;1982;Americanas e híbridas;-
Bokay;-;1982;Americanas e híbridas;-
BRS Clara;-;1982;Americanas e híbridas;-
BRS Lorena;-;1982;Americanas e híbridas;-
Couderc 13;-;1982;Americanas e híbridas;-
Delaware;23.875;1982;Americanas e híbridas;-
Dona Zillá;-;1982;Americanas e híbridas;-
Dut Chess;-;1982;Americanas e híbridas;-
Goethe;68.360;1982;Americanas e híbridas;-
IAC;-;1982;Americanas e híbridas;-
Juliana;-;1982;Americanas e híbridas;-
Martha;3.567;1982;Americanas e híbridas;-
Mistura de uvas americanas;-;1982;Americanas e híbridas;-
Moscato Embrapa;-;1982;Americanas e híbridas;-
Niagara;9.863.766;1982;Americanas e híbridas;-
Niagara Branca;-;1982;Americanas e híbridas;-
Niagara Rosada;-;1982;Americanas e híbridas;-
Poloske;-;1982;Americanas e híbridas;-
Seleções;-;1982;Americanas e híbridas;-
Seyve Villard;3.756.931;1982;Americanas e híbridas;-
Seyve Villard 5276;-;1982;Americanas e híbridas;-
Seyve Villard 12375;-;1982;Americanas e híbridas;-
Tardia de Caxias;-;1982;Americanas e híbridas;-
Outras(2);-;1982;Americanas e híbridas;-
Total;354.800.278;1982;Americanas e híbridas;-
TINTAS;27.910;1982;Uvas de mesa;-
Alphonse Lavallee;7.662;1982;Uvas de mesa;-
Moscato de Hamburgo;20.248;1982;Uvas de mesa;-
BRANCAS;53.160;1982;Uvas de mesa;-
Cardinal;-;1982;Uvas de mesa;-
Golden Queen;-;1982;Uvas de mesa;-
Patrícia;-;1982;Uvas de mesa;-
Perlona;13.971;1982;Uvas de mesa;-
Italia;39.189;1982;Uvas de mesa;-
Rubi (Itália, Itália Ro);-;1982;Uvas de mesa;-
Total;81.070;1982;Uvas de mesa;-
-;1.719.913;1982;Sem classificação;Sem classificação
-;1.719.913;1982;Sem classificação;Total
TINTAS;22.168.465;1983;Viníferas;-
Alicante Bouschet;-;1983;Viníferas;-
Ancelota;-;1983;Viníferas;-
Aramon;-;1983;Viníferas;-
Alfrocheiro;-;1983;Viníferas;-
Arinarnoa;-;1983;Viníferas;-
Aspirant Bouschet;-;1983;Viníferas;-
Barbera;7.521.496;1983;Viníferas;-
Bonarda;1.502.343;1983;Viníferas;-
Cabernet Franc;7.437.092;1983;Viníferas;-
Cabernet Sauvignon;7.700;1983;Viníferas;-
Caladoc;-;1983;Viníferas;-
Campanario;-;1983;Viníferas;-
Canaiolo;403.013;1983;Viníferas;-
Carignan;463;1983;Viníferas;-
Carmenere;19.499;1983;Viníferas;-
Castelão;-;1983;Viníferas;-
Corvina;-;1983;Viníferas;-
Croatina;-;1983;Viníferas;-
Cinsaut;11.047;1983;Viníferas;-
Dom Felder;-;1983;Viníferas;-
Dolcetto;-;1983;Viníferas;-
Durif;3.052;1983;Viníferas;-
Egiodola;-;1983;Viníferas;-
Ekigaina;-;1983;Viníferas;-
Festival (Sugraone);-;1983;Viníferas;-
Franconia;-;1983;Viníferas;-
Freisa;213;1983;Viníferas;-
Gamay St Romain;430.780;1983;Viníferas;-
Gamay Beaujolais;-;1983;Viníferas;-
Grand Noir;-;1983;Viníferas;-
Grenache;12.094;1983;Viníferas;-
Jaen;-;1983;Viníferas;-
Lagrein;-;1983;Viníferas;-
Lambrusco;13.145;1983;Viníferas;-
Malbec;18.205;1983;Viníferas;-
Marzemina;115.906;1983;Viníferas;-
Merlot;3.099.201;1983;Viníferas;-
Marselan;-;1983;Viníferas;-
Molinera;-;1983;Viníferas;-
Montepulciano;-;1983;Viníferas;-
Moscato Bailey;-;1983;Viníferas;-
Napa Gamay;-;1983;Viníferas;-
Nebbiolo;-;1983;Viníferas;-
Petit Verdot;-;1983;Viníferas;-
Petite Sirah;836.158;1983;Viníferas;-
Pinotage;-;1983;Viníferas;-
Pinot Noir;14.049;1983;Viníferas;-
Pinot Saint George;-;1983;Viníferas;-
Piriquita;-;1983;Viníferas;-
Rebo;-;1983;Viníferas;-
Refosco;-;1983;Viníferas;-
Rondinella;-;1983;Viníferas;-
Ruby Cabernet;-;1983;Viníferas;-
Sangiovese;173.104;1983;Viníferas;-
Sira (falsa);484.585;1983;Viníferas;-
Tannat;65.320;1983;Viníferas;-
Tempranillo;-;1983;Viníferas;-
Teroldego;-;1983;Viníferas;-
Torrontes;-;1983;Viníferas;-
Tinta Barroca;-;1983;Viníferas;-
Touriga Francesa;-;1983;Viníferas;-
Touriga Nacional;-;1983;Viníferas;-
Tinta Madeira;-;1983;Viníferas;-
Tintoria;-;1983;Viníferas;-
Trincdeira;-;1983;Viníferas;-
Trousseau;-;1983;Viníferas;-
Zinfandel;-;1983;Viníferas;-
Outras1;-;1983;Viníferas;-
BRANCAS E ROSADAS;32.040.687;1983;Viníferas;-
Aliatico;-;1983;Viníferas;-
Aligote;756;1983;Viníferas;-
Altesse;12.938;1983;Viníferas;-
Alvarinho;-;1983;Viníferas;-
Arriloba;-;1983;Viníferas;-
Auxerrois;-;1983;Viníferas;-
Burger;-;1983;Viníferas;-
Chardonnay;12.370;1983;Viníferas;-
Chasselas;34.988;1983;Viníferas;-
Chenin Blanc;14.681;1983;Viníferas;-
Clairette(1);5.834;1983;Viníferas;-
Colombard;-;1983;Viníferas;-
Flora;28.568;1983;Viníferas;-
Garganega;-;1983;Viníferas;-
Gewurztraminer;2.438;1983;Viníferas;-
Gouveio;-;1983;Viníferas;-
Gros Manseng;-;1983;Viníferas;-
Italia (Pirovano 65) (PE);-;1983;Viníferas;-
Maccabeo;-;1983;Viníferas;-
Malvasia;1.526.008;1983;Viníferas;-
Malvasia Amarela;-;1983;Viníferas;-
Malvasia Bianca;-;1983;Viníferas;-
Malvasia Chianti;-;1983;Viníferas;-
Malvasia Verde;-;1983;Viníferas;-
Malvasia di Candia;-;1983;Viníferas;-
Malvasia Istriana;-;1983;Viníferas;-
Mistura de uvas viníferas branco;-;1983;Viníferas;-
Mistura de uvas viníferas rosado;-;1983;Viníferas;-
Moscato Branco;9.067.746;1983;Viníferas;-
Moscato Canelli;-;1983;Viníferas;-
Moscato Giallo;-;1983;Viníferas;-
Moscato Nazareno;-;1983;Viníferas;-
Moscato Bianco R2;-;1983;Viníferas;-
Moscato de Alexandria;-;1983;Viníferas;-
Moscato Rosado;-;1983;Viníferas;-
Muscat à Petits Grains;-;1983;Viníferas;-
Muller Thurgau;-;1983;Viníferas;-
Muscadelle;-;1983;Viníferas;-
Ora;-;1983;Viníferas;-
Palomino;7.328;1983;Viníferas;-
Petit Manseng;-;1983;Viníferas;-
Peverella;1.375.905;1983;Viníferas;-
Pinot Blanc;9.076;1983;Viníferas;-
Pinot Gris;-;1983;Viníferas;-
Prosecco;8.211;1983;Viníferas;-
Red Veltliner;1.499;1983;Viníferas;-
Riesling Italico;3.402.460;1983;Viníferas;-
Riesling Renano;-;1983;Viníferas;-
Sauvignon Blanc(2);109.219;1983;Viníferas;-
Sauvignon Gris;-;1983;Viníferas;-
Seara Nova;165;1983;Viníferas;-
Semillon;2.868.842;1983;Viníferas;-
Schonburger;-;1983;Viníferas;-
Sylvaner;34.377;1983;Viníferas;-
Tocai Friulano;-;1983;Viníferas;-
Trebbiano;13.105.231;1983;Viníferas;-
Trebbiano Toscano;-;1983;Viníferas;-
Verdea;1.315;1983;Viníferas;-
Verdelho;-;1983;Viníferas;-
Verdiso;9.251;1983;Viníferas;-
Vermentino;17.866;1983;Viníferas;-
Vernaccia;383.615;1983;Viníferas;-
Viognier;-;1983;Viníferas;-
Outras(3);-;1983;Viníferas;-
Total;54.209.152;1983;Viníferas;-
TINTAS;170.165.573;1983;Americanas e híbridas;-
Bacarina;46.640;1983;Americanas e híbridas;-
Bailey;-;1983;Americanas e híbridas;-
Bordo;14.872.674;1983;Americanas e híbridas;-
Bourdin (S);-;1983;Americanas e híbridas;-
BRS Carmen;-;1983;Americanas e híbridas;-
BRS Cora;-;1983;Americanas e híbridas;-
BRS Magna;-;1983;Americanas e híbridas;-
BRS Margot;-;1983;Americanas e híbridas;-
BRS Morena;-;1983;Americanas e híbridas;-
BRS Rúbea;-;1983;Americanas e híbridas;-
BRS Violeta;-;1983;Americanas e híbridas;-
BRS Vitória;-;1983;Americanas e híbridas;-
Champagnon (Champanheta);-;1983;Americanas e híbridas;-
Coleções;-;1983;Americanas e híbridas;-
Concord;6.864.134;1983;Americanas e híbridas;-
Concord clone 30;-;1983;Americanas e híbridas;-
Couderc;4.643.069;1983;Americanas e híbridas;-
Cynthiana(1);172.523;1983;Americanas e híbridas;-
Herbemont;26.085.982;1983;Americanas e híbridas;-
IAC 138022;-;1983;Americanas e híbridas;-
Isabel;108.170.744;1983;Americanas e híbridas;-
Isabel Precoce;-;1983;Americanas e híbridas;-
Jacquez;427.037;1983;Americanas e híbridas;-
Kyoko;-;1983;Americanas e híbridas;-
Landot;10.195;1983;Americanas e híbridas;-
Mistura de uvas americanas tinto;-;1983;Americanas e híbridas;-
Oberlin;767;1983;Americanas e híbridas;-
Othello;10.513;1983;Americanas e híbridas;-
Paco;-;1983;Americanas e híbridas;-
Patricia;-;1983;Americanas e híbridas;-
Seibel;8.861.295;1983;Americanas e híbridas;-
Seibel 2 (seibeleto);-;1983;Americanas e híbridas;-
Seyve Willard (Tinta);-;1983;Americanas e híbridas;-
Vênus;-;1983;Americanas e híbridas;-
BRANCAS E ROSADAS;9.046.967;1983;Americanas e híbridas;-
Baco;-;1983;Americanas e híbridas;-
Bokay;-;1983;Americanas e híbridas;-
BRS Clara;-;1983;Americanas e híbridas;-
BRS Lorena;-;1983;Americanas e híbridas;-
Couderc 13;322.338;1983;Americanas e híbridas;-
Delaware;-;1983;Americanas e híbridas;-
Dona Zillá;-;1983;Americanas e híbridas;-
Dut Chess;-;1983;Americanas e híbridas;-
Goethe;130.894;1983;Americanas e híbridas;-
IAC;-;1983;Americanas e híbridas;-
Juliana;-;1983;Americanas e híbridas;-
Martha;1.920;1983;Americanas e híbridas;-
Mistura de uvas americanas;-;1983;Americanas e híbridas;-
Moscato Embrapa;-;1983;Americanas e híbridas;-
Niagara;4.496.756;1983;Americanas e híbridas;-
Niagara Branca;-;1983;Americanas e híbridas;-
Niagara Rosada;-;1983;Americanas e híbridas;-
Poloske;-;1983;Americanas e híbridas;-
Seleções;-;1983;Americanas e híbridas;-
Seyve Villard;4.095.059;1983;Americanas e híbridas;-
Seyve Villard 5276;-;1983;Americanas e híbridas;-
Seyve Villard 12375;-;1983;Americanas e híbridas;-
Tardia de Caxias;-;1983;Americanas e híbridas;-
Outras(2);-;1983;Americanas e híbridas;-
Total;179.212.540;1983;Americanas e híbridas;-
TINTAS;8.154;1983;Uvas de mesa;-
Alphonse Lavallee;2.989;1983;Uvas de mesa;-
Moscato de Hamburgo;5.165;1983;Uvas de mesa;-
BRANCAS;19.074;1983;Uvas de mesa;-
Cardinal;-;1983;Uvas de mesa;-
Golden Queen;-;1983;Uvas de mesa;-
Patrícia;-;1983;Uvas de mesa;-
Perlona;4.948;1983;Uvas de mesa;-
Italia;14.126;1983;Uvas de mesa;-
Rubi (Itália, Itália Ro);-;1983;Uvas de mesa;-
Total;27.228;1983;Uvas de mesa;-
-;21.742;1983;Sem classificação;Sem classificação
-;21.742;1983;Sem classificação;Total
TINTAS;22.290.855;1984;Viníferas;-
Alicante Bouschet;3.226;1984;Viníferas;-
Ancelota;-;1984;Viníferas;-
Aramon;-;1984;Viníferas;-
Alfrocheiro;-;1984;Viníferas;-
Arinarnoa;-;1984;Viníferas;-
Aspirant Bouschet;-;1984;Viníferas;-
Barbera;5.947.760;1984;Viníferas;-
Bonarda;1.164.038;1984;Viníferas;-
Cabernet Franc;7.286.708;1984;Viníferas;-
Cabernet Sauvignon;46.979;1984;Viníferas;-
Caladoc;-;1984;Viníferas;-
Campanario;910;1984;Viníferas;-
Canaiolo;345.227;1984;Viníferas;-
Carignan;546;1984;Viníferas;-
Carmenere;123.660;1984;Viníferas;-
Castelão;-;1984;Viníferas;-
Corvina;-;1984;Viníferas;-
Croatina;-;1984;Viníferas;-
Cinsaut;13.522;1984;Viníferas;-
Dom Felder;-;1984;Viníferas;-
Dolcetto;-;1984;Viníferas;-
Durif;-;1984;Viníferas;-
Egiodola;-;1984;Viníferas;-
Ekigaina;-;1984;Viníferas;-
Festival (Sugraone);-;1984;Viníferas;-
Franconia;-;1984;Viníferas;-
Freisa;-;1984;Viníferas;-
Gamay St Romain;519.843;1984;Viníferas;-
Gamay Beaujolais;-;1984;Viníferas;-
Grand Noir;-;1984;Viníferas;-
Grenache;16.473;1984;Viníferas;-
Jaen;-;1984;Viníferas;-
Lagrein;-;1984;Viníferas;-
Lambrusco;28.317;1984;Viníferas;-
Malbec;22.839;1984;Viníferas;-
Marzemina;231.695;1984;Viníferas;-
Merlot;4.939.522;1984;Viníferas;-
Marselan;-;1984;Viníferas;-
Molinera;-;1984;Viníferas;-
Montepulciano;-;1984;Viníferas;-
Moscato Bailey;-;1984;Viníferas;-
Napa Gamay;107.495;1984;Viníferas;-
Nebbiolo;-;1984;Viníferas;-
Petit Verdot;-;1984;Viníferas;-
Petite Sirah;33.693;1984;Viníferas;-
Pinotage;5.861;1984;Viníferas;-
Pinot Noir;37.268;1984;Viníferas;-
Pinot Saint George;-;1984;Viníferas;-
Piriquita;-;1984;Viníferas;-
Rebo;-;1984;Viníferas;-
Refosco;-;1984;Viníferas;-
Rondinella;-;1984;Viníferas;-
Ruby Cabernet;204;1984;Viníferas;-
Sangiovese;173.005;1984;Viníferas;-
Sira (falsa);1.176.744;1984;Viníferas;-
Tannat;65.320;1984;Viníferas;-
Tempranillo;-;1984;Viníferas;-
Teroldego;-;1984;Viníferas;-
Torrontes;-;1984;Viníferas;-
Tinta Barroca;-;1984;Viníferas;-
Touriga Francesa;-;1984;Viníferas;-
Touriga Nacional;-;1984;Viníferas;-
Tinta Madeira;-;1984;Viníferas;-
Tintoria;-;1984;Viníferas;-
Trincdeira;-;1984;Viníferas;-
Trousseau;-;1984;Viníferas;-
Zinfandel;-;1984;Viníferas;-
Outras1;-;1984;Viníferas;-
BRANCAS E ROSADAS;41.615.070;1984;Viníferas;-
Aliatico;-;1984;Viníferas;-
Aligote;938;1984;Viníferas;-
Altesse;15.903;1984;Viníferas;-
Alvarinho;-;1984;Viníferas;-
Arriloba;-;1984;Viníferas;-
Auxerrois;-;1984;Viníferas;-
Burger;-;1984;Viníferas;-
Chardonnay;17.191;1984;Viníferas;-
Chasselas;48.466;1984;Viníferas;-
Chenin Blanc;14.678;1984;Viníferas;-
Clairette(1);11.168;1984;Viníferas;-
Colombard;-;1984;Viníferas;-
Flora;28.570;1984;Viníferas;-
Garganega;-;1984;Viníferas;-
Gewurztraminer;8.573;1984;Viníferas;-
Gouveio;-;1984;Viníferas;-
Gros Manseng;-;1984;Viníferas;-
Italia (Pirovano 65) (PE);-;1984;Viníferas;-
Maccabeo;-;1984;Viníferas;-
Malvasia;1.886.676;1984;Viníferas;-
Malvasia Amarela;-;1984;Viníferas;-
Malvasia Bianca;-;1984;Viníferas;-
Malvasia Chianti;-;1984;Viníferas;-
Malvasia Verde;-;1984;Viníferas;-
Malvasia di Candia;7.318;1984;Viníferas;-
Malvasia Istriana;-;1984;Viníferas;-
Mistura de uvas viníferas branco;-;1984;Viníferas;-
Mistura de uvas viníferas rosado;-;1984;Viníferas;-
Moscato Branco;11.156.471;1984;Viníferas;-
Moscato Canelli;-;1984;Viníferas;-
Moscato Giallo;-;1984;Viníferas;-
Moscato Nazareno;-;1984;Viníferas;-
Moscato Bianco R2;-;1984;Viníferas;-
Moscato de Alexandria;-;1984;Viníferas;-
Moscato Rosado;-;1984;Viníferas;-
Muscat à Petits Grains;-;1984;Viníferas;-
Muller Thurgau;-;1984;Viníferas;-
Muscadelle;-;1984;Viníferas;-
Ora;-;1984;Viníferas;-
Palomino;19.500;1984;Viníferas;-
Petit Manseng;-;1984;Viníferas;-
Peverella;1.288.629;1984;Viníferas;-
Pinot Blanc;15.611;1984;Viníferas;-
Pinot Gris;-;1984;Viníferas;-
Prosecco;9.327;1984;Viníferas;-
Red Veltliner;2.440;1984;Viníferas;-
Riesling Italico;4.557.416;1984;Viníferas;-
Riesling Renano;5.224;1984;Viníferas;-
Sauvignon Blanc(2);65.207;1984;Viníferas;-
Sauvignon Gris;-;1984;Viníferas;-
Seara Nova;425;1984;Viníferas;-
Semillon;3.930.216;1984;Viníferas;-
Schonburger;-;1984;Viníferas;-
Sylvaner;41.038;1984;Viníferas;-
Tocai Friulano;-;1984;Viníferas;-
Trebbiano;17.582.216;1984;Viníferas;-
Trebbiano Toscano;-;1984;Viníferas;-
Verdea;-;1984;Viníferas;-
Verdelho;-;1984;Viníferas;-
Verdiso;46.048;1984;Viníferas;-
Vermentino;29.380;1984;Viníferas;-
Vernaccia;826.441;1984;Viníferas;-
Viognier;-;1984;Viníferas;-
Outras(3);-;1984;Viníferas;-
Total;63.905.925;1984;Viníferas;-
TINTAS;261.019.229;1984;Americanas e híbridas;-
Bacarina;46.767;1984;Americanas e híbridas;-
Bailey;-;1984;Americanas e híbridas;-
Bordo;22.146.292;1984;Americanas e híbridas;-
Bourdin (S);-;1984;Americanas e híbridas;-
BRS Carmen;-;1984;Americanas e híbridas;-
BRS Cora;-;1984;Americanas e híbridas;-
BRS Magna;-;1984;Americanas e híbridas;-
BRS Margot;-;1984;Americanas e híbridas;-
BRS Morena;-;1984;Americanas e híbridas;-
BRS Rúbea;-;1984;Americanas e híbridas;-
BRS Violeta;-;1984;Americanas e híbridas;-
BRS Vitória;-;1984;Americanas e híbridas;-
Champagnon (Champanheta);-;1984;Americanas e híbridas;-
Coleções;-;1984;Americanas e híbridas;-
Concord;8.550.370;1984;Americanas e híbridas;-
Concord clone 30;-;1984;Americanas e híbridas;-
Couderc;5.544.207;1984;Americanas e híbridas;-
Cynthiana(1);553.285;1984;Americanas e híbridas;-
Herbemont;44.313.715;1984;Americanas e híbridas;-
IAC 138022;-;1984;Americanas e híbridas;-
Isabel;166.802.020;1984;Americanas e híbridas;-
Isabel Precoce;-;1984;Americanas e híbridas;-
Jacquez;807.228;1984;Americanas e híbridas;-
Kyoko;-;1984;Americanas e híbridas;-
Landot;8.774;1984;Americanas e híbridas;-
Mistura de uvas americanas tinto;-;1984;Americanas e híbridas;-
Oberlin;-;1984;Americanas e híbridas;-
Othello;-;1984;Americanas e híbridas;-
Paco;-;1984;Americanas e híbridas;-
Patricia;-;1984;Americanas e híbridas;-
Seibel;12.246.571;1984;Americanas e híbridas;-
Seibel 2 (seibeleto);-;1984;Americanas e híbridas;-
Seyve Willard (Tinta);-;1984;Americanas e híbridas;-
Vênus;-;1984;Americanas e híbridas;-
BRANCAS E ROSADAS;14.368.810;1984;Americanas e híbridas;-
Baco;-;1984;Americanas e híbridas;-
Bokay;-;1984;Americanas e híbridas;-
BRS Clara;-;1984;Americanas e híbridas;-
BRS Lorena;-;1984;Americanas e híbridas;-
Couderc 13;589.380;1984;Americanas e híbridas;-
Delaware;-;1984;Americanas e híbridas;-
Dona Zillá;-;1984;Americanas e híbridas;-
Dut Chess;-;1984;Americanas e híbridas;-
Goethe;169.402;1984;Americanas e híbridas;-
IAC;-;1984;Americanas e híbridas;-
Juliana;-;1984;Americanas e híbridas;-
Martha;16.321;1984;Americanas e híbridas;-
Mistura de uvas americanas;-;1984;Americanas e híbridas;-
Moscato Embrapa;-;1984;Americanas e híbridas;-
Niagara;8.308.736;1984;Americanas e híbridas;-
Niagara Branca;-;1984;Americanas e híbridas;-
Niagara Rosada;-;1984;Americanas e híbridas;-
Poloske;-;1984;Americanas e híbridas;-
Seleções;-;1984;Americanas e híbridas;-
Seyve Villard;5.284.971;1984;Americanas e híbridas;-
Seyve Villard 5276;-;1984;Americanas e híbridas;-
Seyve Villard 12375;-;1984;Americanas e híbridas;-
Tardia de Caxias;-;1984;Americanas e híbridas;-
Outras(2);-;1984;Americanas e híbridas;-
Total;275.388.039;1984;Americanas e híbridas;-
TINTAS;5.970;1984;Uvas de mesa;-
Alphonse Lavallee;4.380;1984;Uvas de mesa;-
Moscato de Hamburgo;1.590;1984;Uvas de mesa;-
BRANCAS;14.225;1984;Uvas de mesa;-
Cardinal;-;1984;Uvas de mesa;-
Golden Queen;1.545;1984;Uvas de mesa;-
Patrícia;-;1984;Uvas de mesa;-
Perlona;10.735;1984;Uvas de mesa;-
